"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 20 14:55:48 BDT 2023","Fri Oct 20 14:56:55 BDT 2023","66588","ResponsiveAutomation","test_Pytest_Responsive","","","","Test Script Title","Test Script Description"
